Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
embrace-herringbone-laminate-flooring-midnight-oak-12mm,Embrace Herringbone Laminate Flooring Midnight Oak 12mm,<h2>Embrace Herringbone Laminate Flooring Midnight Oak 12mm</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,73983-R379,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/embrace_herringbone_midnight_oak_12mm_laminate_3.jpg?v=1779041667,1,Embrace Herringbone Laminate Flooring Midnight Oak 12mm,false,Embrace Herringbone Laminate Flooring Midnight Oak 12mm,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
embrace-herringbone-laminate-flooring-midnight-oak-12mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/embrace_herringbone_midnight_oak_12mm_laminate_1.jpg?v=1779041666,2,Embrace Herringbone Laminate Flooring Midnight Oak 12mm,,,,,,,,
embrace-herringbone-laminate-flooring-10mm-tricat-oak-6018,Embrace Herringbone Laminate Flooring 10mm Tricat Oak 6018,<h2>Embrace Herringbone Laminate Flooring 10mm Tricat Oak 6018</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,71657,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/embrace-herringbone-10mm-tricat-oak-6018-xl-lifestyle-1_1.jpg?v=1779041666,1,Embrace Herringbone Laminate Flooring 10mm Tricat Oak 6018,false,Embrace Herringbone Laminate Flooring 10mm Tricat Oak 6018,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
embrace-herringbone-laminate-flooring-10mm-tricat-oak-6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/embrace-herringbone-10mm-tricat-oak-6018-xl-lifestyle-2_1.jpg?v=1779041666,2,Embrace Herringbone Laminate Flooring 10mm Tricat Oak 6018,,,,,,,,
prestige-herringbone-laminate-flooring-coffee-oak-8mm-4766,Prestige Herringbone Laminate Flooring Coffee Oak 8mm 4766,<h2>Prestige Herringbone Laminate Flooring Coffee Oak 8mm 4766</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,67274-FC47,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-coffee-oak-8mm-laminate-4766-lifestyle-xl-1.jpg?v=1779041665,1,Prestige Herringbone Laminate Flooring Coffee Oak 8mm 4766,false,Prestige Herringbone Laminate Flooring Coffee Oak 8mm 4766,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
prestige-herringbone-laminate-flooring-coffee-oak-8mm-4766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-coffee-oak-8mm-laminate-4766-lifestyle-xl-2.jpg?v=1779041665,2,Prestige Herringbone Laminate Flooring Coffee Oak 8mm 4766,,,,,,,,
prestige-herringbone-laminate-flooring-tobacco-light-8mm-4764,Prestige Herringbone Laminate Flooring Tobacco Light 8mm 4764,<h2>Prestige Herringbone Laminate Flooring Tobacco Light 8mm 4764</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,67273-FC15,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-tobacco-light-8mm-laminate-4764-xl-lifestyle-1.jpg?v=1779041665,1,Prestige Herringbone Laminate Flooring Tobacco Light 8mm 4764,false,Prestige Herringbone Laminate Flooring Tobacco Light 8mm 4764,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
prestige-herringbone-laminate-flooring-tobacco-light-8mm-4764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-tobacco-light-8mm-laminate-4764-xl-swatch-1.jpg?v=1779041664,2,Prestige Herringbone Laminate Flooring Tobacco Light 8mm 4764,,,,,,,,
prestige-herringbone-laminate-flooring-classic-natural-oak-8mm-3861,Prestige Herringbone Laminate flooring Classic Natural Oak 8mm 3861,<h2>Prestige Herringbone Laminate flooring Classic Natural Oak 8mm 3861</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,67271,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-classic-natural-oak-8mm-laminate-3861-xl-lifestyle-1.jpg?v=1779041664,1,Prestige Herringbone Laminate flooring Classic Natural Oak 8mm 3861,false,Prestige Herringbone Laminate flooring Classic Natural Oak 8mm 3861,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
prestige-herringbone-laminate-flooring-classic-natural-oak-8mm-3861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-classic-natural-oak-8mm-laminate-3861-xl-lifestyle-2.jpg?v=1779041664,2,Prestige Herringbone Laminate flooring Classic Natural Oak 8mm 3861,,,,,,,,
prestige-herringbone-laminate-flooring-smokey-oak-8mm-3860,Prestige Herringbone Laminate Flooring Smokey Oak 8mm 3860,<h2>Prestige Herringbone Laminate Flooring Smokey Oak 8mm 3860</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,67270-FC46,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-smokey-oak-8mm-laminate-3860-xl-lifestyle-1.jpg?v=1779041663,1,Prestige Herringbone Laminate Flooring Smokey Oak 8mm 3860,false,Prestige Herringbone Laminate Flooring Smokey Oak 8mm 3860,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
prestige-herringbone-laminate-flooring-smokey-oak-8mm-3860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-smokey-oak-8mm-laminate-3860-xl-lifestyle-2.jpg?v=1779041662,2,Prestige Herringbone Laminate Flooring Smokey Oak 8mm 3860,,,,,,,,
prestige-herringbone-laminate-flooring-frosted-oak-8mm-3516,Prestige Herringbone Laminate Flooring Frosted Oak 8mm 3516,<h2>Prestige Herringbone Laminate Flooring Frosted Oak 8mm 3516</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,67266-FC70,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-frosted-oak-8mm-laminate-3516-xl-lifestyle-1.jpg?v=1779041662,1,Prestige Herringbone Laminate Flooring Frosted Oak 8mm 3516,false,Prestige Herringbone Laminate Flooring Frosted Oak 8mm 3516,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
prestige-herringbone-laminate-flooring-frosted-oak-8mm-3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-frosted-oak-8mm-laminate-3516-xl-lifestyle-2.jpg?v=1779041662,2,Prestige Herringbone Laminate Flooring Frosted Oak 8mm 3516,,,,,,,,
prestige-herringbone-laminate-flooring-charcoal-8mm-6010,Prestige Herringbone Laminate Flooring Charcoal 8mm 6010,<h2>Prestige Herringbone Laminate Flooring Charcoal 8mm 6010</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,69578,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-charcoal-8mm-laminate-6010-xl-lifestyle-1.jpg?v=1779041660,1,Prestige Herringbone Laminate Flooring Charcoal 8mm 6010,false,Prestige Herringbone Laminate Flooring Charcoal 8mm 6010,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
prestige-herringbone-laminate-flooring-charcoal-8mm-6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-charcoal-8mm-laminate-6010-xl-lifestyle-2.jpg?v=1779041661,2,Prestige Herringbone Laminate Flooring Charcoal 8mm 6010,,,,,,,,
ultrafelt-vinyl-flooring-battle-oak-parquet,Ultrafelt Vinyl Flooring Battle Oak Parquet,<h2>Ultrafelt Vinyl Flooring Battle Oak Parquet</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,67892ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt_battle_oak_parquet_cushioned_vinyl_bedroom.jpg?v=1779041660,1,Ultrafelt Vinyl Flooring Battle Oak Parquet,false,Ultrafelt Vinyl Flooring Battle Oak Parquet,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
ultrafelt-vinyl-flooring-battle-oak-parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt_battle_oak_parquet_cushioned_vinyl_swatch.jpg?v=1779041660,2,Ultrafelt Vinyl Flooring Battle Oak Parquet,,,,,,,,
prestige-herringbone-laminate-flooring-iris-oak-8mm-3773,Prestige Herringbone Laminate Flooring Iris Oak 8mm 3773,<h2>Prestige Herringbone Laminate Flooring Iris Oak 8mm 3773</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,69577,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-iris-oak-8mm-laminate-3773-xl-s1_1.jpg?v=1779041659,1,Prestige Herringbone Laminate Flooring Iris Oak 8mm 3773,false,Prestige Herringbone Laminate Flooring Iris Oak 8mm 3773,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
prestige-herringbone-laminate-flooring-iris-oak-8mm-3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/prestige-herringbone-iris-oak-8mm-laminate-3773-xl-swatch-2.jpg?v=1779041659,2,Prestige Herringbone Laminate Flooring Iris Oak 8mm 3773,,,,,,,,
aqua-plank-hazel-oak-herringbone-click-vinyl,Aqua Plank Hazel Oak Herringbone Click Vinyl,<h2>Aqua Plank Hazel Oak Herringbone Click Vinyl</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP74159H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap74159h_16_2.jpg?v=1779041657,1,Aqua Plank Hazel Oak Herringbone Click Vinyl,false,Aqua Plank Hazel Oak Herringbone Click Vinyl,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-hazel-oak-herringbone-click-vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap74159h_10_2.jpg?v=1779041658,2,Aqua Plank Hazel Oak Herringbone Click Vinyl,,,,,,,,
ultrafelt-vinyl-flooring-fallow-oak-236m-parquet,Ultrafelt Vinyl Flooring Fallow Oak 236M Parquet,<h2>Ultrafelt Vinyl Flooring Fallow Oak 236M Parquet</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,74124ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt_fallow_oak_236m_parquet_cushioned_vinyl_5.jpg?v=1779041657,1,Ultrafelt Vinyl Flooring Fallow Oak 236M Parquet,false,Ultrafelt Vinyl Flooring Fallow Oak 236M Parquet,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
ultrafelt-vinyl-flooring-fallow-oak-236m-parquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ultrafelt_fallow_oak_236m_parquet_cushioned_vinyl_1.jpg?v=1779041657,2,Ultrafelt Vinyl Flooring Fallow Oak 236M Parquet,,,,,,,,
ecostep-vinyl-flooring-parquet-natural-533,Ecostep Vinyl Flooring Parquet Natural 533,<h2>Ecostep Vinyl Flooring Parquet Natural 533</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,74017ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_parquet_natural_533_vinyl_cushion_floor_1.jpg?v=1779041656,1,Ecostep Vinyl Flooring Parquet Natural 533,false,Ecostep Vinyl Flooring Parquet Natural 533,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
ecostep-vinyl-flooring-parquet-natural-533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_parquet_natural_533_vinyl_cushion_floor_2.jpg?v=1779041656,2,Ecostep Vinyl Flooring Parquet Natural 533,,,,,,,,
ecostep-vinyl-flooring-parquet-alaska-581,Ecostep Vinyl Flooring Parquet Alaska 581,<h2>Ecostep Vinyl Flooring Parquet Alaska 581</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,74030ST,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_parquet_alaska_581_vinyl_cushion_floor_1.jpg?v=1779041655,1,Ecostep Vinyl Flooring Parquet Alaska 581,false,Ecostep Vinyl Flooring Parquet Alaska 581,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
ecostep-vinyl-flooring-parquet-alaska-581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ecostep_parquet_alaska_581_vinyl_cushion_floor_2.jpg?v=1779041655,2,Ecostep Vinyl Flooring Parquet Alaska 581,,,,,,,,
aqua-plank-shingle-oak-herringbone-click-vinyl-flooring,Aqua Plank Shingle Oak Herringbone Click Vinyl Flooring,<h2>Aqua Plank Shingle Oak Herringbone Click Vinyl Flooring</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP74006H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap74006h_11.jpg?v=1779041654,1,Aqua Plank Shingle Oak Herringbone Click Vinyl Flooring,false,Aqua Plank Shingle Oak Herringbone Click Vinyl Flooring,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-shingle-oak-herringbone-click-vinyl-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap74006h_13.jpg?v=1779041654,2,Aqua Plank Shingle Oak Herringbone Click Vinyl Flooring,,,,,,,,
aqua-plank-live-oak-herringbone-click-vinyl-flooring,Aqua Plank Live Oak Herringbone Click Vinyl Flooring,<h2>Aqua Plank Live Oak Herringbone Click Vinyl Flooring</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP74005H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap74005h_18.jpg?v=1779041653,1,Aqua Plank Live Oak Herringbone Click Vinyl Flooring,false,Aqua Plank Live Oak Herringbone Click Vinyl Flooring,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-live-oak-herringbone-click-vinyl-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap74005h_22.jpg?v=1779041653,2,Aqua Plank Live Oak Herringbone Click Vinyl Flooring,,,,,,,,
aqua-plank-ingot-grey-herringbone-click-vinyl-flooring,Aqua Plank Ingot Grey Herringbone Click Vinyl Flooring,<h2>Aqua Plank Ingot Grey Herringbone Click Vinyl Flooring</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP74004H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_ingot_grey_herringbone_click_vinyl_flooring_11.jpg?v=1779041652,1,Aqua Plank Ingot Grey Herringbone Click Vinyl Flooring,false,Aqua Plank Ingot Grey Herringbone Click Vinyl Flooring,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-ingot-grey-herringbone-click-vinyl-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_ingot_grey_herringbone_click_vinyl_flooring_1.jpg?v=1779041652,2,Aqua Plank Ingot Grey Herringbone Click Vinyl Flooring,,,,,,,,
aqua-plank-ravine-grey-herringbone-click-vinyl-flooring,Aqua Plank Ravine Grey Herringbone Click Vinyl Flooring,<h2>Aqua Plank Ravine Grey Herringbone Click Vinyl Flooring</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP74003H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_ravine_grey_herringbone_click_vinyl_flooring_3.jpg?v=1779041651,1,Aqua Plank Ravine Grey Herringbone Click Vinyl Flooring,false,Aqua Plank Ravine Grey Herringbone Click Vinyl Flooring,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-ravine-grey-herringbone-click-vinyl-flooring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_ravine_grey_herringbone_click_vinyl_flooring_2.jpg?v=1779041651,2,Aqua Plank Ravine Grey Herringbone Click Vinyl Flooring,,,,,,,,
aqua-plank-nature-oak-herringbone-click-vinyl,Aqua Plank Nature Oak Herringbone Click Vinyl,<h2>Aqua Plank Nature Oak Herringbone Click Vinyl</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP73982H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap73982h_11.jpg?v=1779041650,1,Aqua Plank Nature Oak Herringbone Click Vinyl,false,Aqua Plank Nature Oak Herringbone Click Vinyl,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-nature-oak-herringbone-click-vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap73982h_16.jpg?v=1779041650,2,Aqua Plank Nature Oak Herringbone Click Vinyl,,,,,,,,
aqua-plank-pendosa-oak-herringbone-click-vinyl,Aqua Plank Pendosa Oak Herringbone Click Vinyl,<h2>Aqua Plank Pendosa Oak Herringbone Click Vinyl</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP73981H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_pendosa_oak_herringbone_click_vinyl_10.jpg?v=1779041649,1,Aqua Plank Pendosa Oak Herringbone Click Vinyl,false,Aqua Plank Pendosa Oak Herringbone Click Vinyl,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-pendosa-oak-herringbone-click-vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_pendosa_oak_herringbone_click_vinyl_13.jpg?v=1779041649,2,Aqua Plank Pendosa Oak Herringbone Click Vinyl,,,,,,,,
aqua-plank-columbian-oak-herringbone-click-vinyl,Aqua Plank Columbian Oak Herringbone Click Vinyl,<h2>Aqua Plank Columbian Oak Herringbone Click Vinyl</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP73980H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_columbian_oak_herringbone_click_vinyl_10.jpg?v=1779041649,1,Aqua Plank Columbian Oak Herringbone Click Vinyl,false,Aqua Plank Columbian Oak Herringbone Click Vinyl,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-columbian-oak-herringbone-click-vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/aqua_plank_columbian_oak_herringbone_click_vinyl_11.jpg?v=1779041649,2,Aqua Plank Columbian Oak Herringbone Click Vinyl,,,,,,,,
aqua-plank-pure-oak-herringbone-click-vinyl,Aqua Plank Pure Oak Herringbone Click Vinyl,<h2>Aqua Plank Pure Oak Herringbone Click Vinyl</h2><p>Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.</p>,Factory Direct Flooring,,Herringbone Flooring,herringbone-flooring,true,Title,Default Title,,,,,,,,AP73979H,0.0,shopify,100,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap73979h-12.jpg?v=1779041648,1,Aqua Plank Pure Oak Herringbone Click Vinyl,false,Aqua Plank Pure Oak Herringbone Click Vinyl,Elegant herringbone pattern flooring from Factory Direct Flooring. A classic design that adds character to any room. Available in wood and LVT options. Suits both traditional and contemporary interiors.,,kg,,,active
aqua-plank-pure-oak-herringbone-click-vinyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0998/3049/7592/files/ap73979h-8.jpg?v=1779041648,2,Aqua Plank Pure Oak Herringbone Click Vinyl,,,,,,,,
